微博id,用户id,内容,创建时间,点赞数,评论数,转发数,是否原创
4518698654564493,5917299641,奎葵超话#奔跑吧蔡徐坤# 积分在线互捞 ,2020-06-22,0,14,0,0
4518698520253193,5917299641,蔡徐坤游泳池超话#奔跑吧蔡徐坤# 今日积分在线互捞 ,2020-06-22,0,20,0,0
4518556350661807,5917299641,我为蔡徐坤超话贡献159影响力，超话目前还差8958017影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-22,0,0,0,0
4518310110803832,5917299641,我为蔡徐坤超话贡献1影响力，超话目前还差19325392影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-21,0,0,0,0
4504950966757129,6895752083,#奔跑吧蔡徐坤# 冲冲冲,2020-05-15,0,0,0,1
4504950921348901,6895752083,冲鸭,2020-05-15,0,0,0,1
4504950829451150,6895752083,#奔跑吧蔡徐坤# 蔡徐坤冲鸭,2020-05-15,0,0,0,1
4504950803731358,6895752083,#奔跑吧蔡徐坤# 纯纯粹粹纯纯粹粹吃吃吃,2020-05-15,0,0,0,1
4504950774760438,6895752083,#奔跑吧蔡徐坤# 冲鸭,2020-05-15,0,0,0,1
4504950548570506,6895752083,#奔跑吧蔡徐坤# 蔡徐坤冲鸭,2020-05-15,0,0,0,1
4504246412994181,6895752083,帅气,2020-05-13,0,0,0,1
4496073614018807,6895752083,奎葵超话双抗精华的成分很超值 主要看成分 双抗性价比超高 可以备上两三支 现在还有礼盒 超棒的积分谢谢 记得游戏 ,2020-04-21,0,3,0,0
4496073169166850,6895752083,蔡徐坤游泳池超话双抗精华的成分很超值 主要看成分 双抗性价比超高 可以备上两三支 现在还有礼盒 超棒的积分谢谢 记得玩游戏 快到了 ,2020-04-21,0,20,0,0
4495727512032429,6895752083,爱你啊,2020-04-20,0,0,0,1
4518691410169145,5619143897,#蔡徐坤 动感地带合伙人# 恭喜恭喜！,2020-06-22,0,0,0,1
4518691205836413,5619143897,#蔡徐坤 动感地带合伙人# 恭喜坤哥成为动感地带5G合伙人！动感地带，放肆热爱！,2020-06-22,0,0,0,1
4517610194782503,5619143897,#奔跑吧蔡徐坤# 一会儿见～,2020-06-19,0,0,0,1
4517602947598556,5619143897,#奔跑吧蔡徐坤# 期待！！不见不散 一定准时～,2020-06-19,0,0,0,1
4516193987894749,5619143897,#高丝suncut代言人蔡徐坤# 好的宝贝好的,2020-06-15,0,0,0,1
4515066286892599,5619143897,#奔跑吧蔡徐坤# 晚上见,2020-06-12,0,0,0,1
4514774430569941,5619143897,#奔跑吧蔡徐坤# 收到 晚安,2020-06-11,1,0,0,1
4512602107851510,5619143897,#奔跑吧蔡徐坤# ,2020-06-05,0,1,0,1
4512601902000333,5619143897,#奔跑吧蔡徐坤# ！！,2020-06-05,1,0,0,1
4511862760865249,5619143897,来了来了,2020-06-03,0,0,0,1
4499078488843792,5694696312,蔡徐坤超话🥀sʟᴏᴠᴇɴʟʏ sᴄᴜᴍ🥀@蔡徐坤 ,2020-04-29,10,13,4,0
4519698081710635,5694696312,转发微博,2020-06-25 14:31:17,0,0,0,1
4519453386194615,5694696312,转发微博,2020-06-24 21:31:19,0,0,0,1
4519453087497969,5694696312,转发微博,2020-06-24 21:31:21,0,0,0,1
4519436377776292,5694696312,转发微博,2020-06-24 20:31:23,0,0,0,1
4519109197709978,5694696312,我为蔡徐坤超话贡献10影响力，超话目前还差5340442影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-23,0,0,0,0
4519073746944034,5694696312,🐎！！！,2020-06-23,0,0,0,1
4518968222586815,5694696312,蔡徐坤游泳池超话2020.06.23  积分贴 ,2020-06-23,0,8,0,0
4518867924258232,5694696312,转发微博,2020-06-23,0,0,0,1
4518734675447207,5694696312,蔡徐坤游泳池超话2020.06.22积分贴 ,2020-06-22,2,23,0,0
4444503509406582,1939438287,今天是我的生日12月01日，来祝福我吧~,2019-12-01,4,0,0,0
4330561130398176,1939438287,转发微博,2019-01-20,0,0,0,1
4312267665663835,1939438287,今天是我的生日12月01日，来祝福我吧~,2018-12-01,0,0,0,0
4254833127232651,1939438287,我院师生出席全球分布计算与人工智能（决策经济学专场）国际会议 - 学院新闻 - 华南师范大学经济与管理学院 网页链接 ,2018-06-25,0,0,0,0
4254826953343602,1939438287,我院师生出席全球分布计算与人工智能（决策经济学专场）国际会议 - 学院新闻 - 华南师范大学经济与管理学院 网页链接 ,2018-06-25,0,0,0,0
4180007054254282,1939438287,祝你生日快乐,2017-12-01,0,0,0,0
3870033673293179,1939438287,//@笑话:涨姿势了，这个一定得留着！,2015-07-29,4,0,0,1
3781875359581688,1939438287,我更新了微博iPad客户端V3.6.0啦！全新支持iOS8~①新增会员购买功能；②新增综合搜索功能；③新增小清新背景图。快来和我一起体验吧！App store下载地址：微博 HD：在 App Store 上的内容 ,2014-11-28,0,0,0,0
3755896138335188,1939438287,参观哈佬鸡蹄馆 我在:韩国 ,2014-09-17,1,0,0,0
3701219560526244,1939438287,"蝴蝶飞动，嗅一鼻薰衣草的浓香。我正在使用""蝴蝶纷飞""封面图，好漂亮，你们都快来试试！网页链接 ",2014-04-19,3,0,0,0
4519460872376231,1729384931,转发微博,2020-06-24 22:31:30,0,0,0,1
4519378659850299,1729384931,//@只是叭呐呐:笑跌倒//@木木木木mua·:哈哈哈哈哈爱困真的有趣//@菜就Vans:2020.6.24永失我老绝美,2020-06-24 16:31:32,0,0,0,1
4517595774268092,1729384931,转发微博,2020-06-19,0,0,0,1
4517490178932458,1729384931,转发微博,2020-06-19,0,0,0,1
4517489860578107,1729384931,转发微博,2020-06-19,0,0,0,1
4516196755533455,1729384931,转发微博,2020-06-15,0,0,0,1
4514744462456732,1729384931,转发微博,2020-06-11,0,0,0,1
4514744315660361,1729384931,分享@蔡徐坤 的@绿洲 动态: 绿洲 ,2020-06-11,0,0,0,0
4514258291597531,1729384931,转发微博,2020-06-10,0,0,0,1
4514257020887417,1729384931,转发微博,2020-06-10,0,0,0,1
4442129394774243,6816290105,蔡徐坤游泳池超话红包蔡徐坤超话的积分红包 ,2019-11-24,1,12,0,0
4442129344308521,6816290105,我在蔡徐坤游泳池超话等级达到LV.10，获得知名粉丝头衔，小伙伴们快来加入蔡徐坤游泳池超话一起聊聊吧！蔡徐坤游泳池超话 ,2019-11-24,0,0,0,0
4442053091550284,6816290105,我在蔡徐坤1起聆听超话等级达到LV.9，获得忠实粉丝头衔，小伙伴们快来加入蔡徐坤1起聆听超话一起聊聊吧！蔡徐坤1起聆听超话 ,2019-11-24,0,0,0,0
4442053066885875,6816290105,蔡徐坤游泳池超话在线互捞 ,2019-11-24,2,19,0,0
4442052965808158,6816290105,我正在分享蔡徐坤超话超话的积分红包，拆红包领免费积分，跟我一起应援蔡徐坤提升排名吧~！『蔡徐坤超话的积分红包』蔡徐坤超话的积分红包 ,2019-11-24,0,0,0,0
4442052928442114,6816290105,我为蔡徐坤超话贡献198影响力，超话目前还差110243影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2019-11-24,0,0,0,0
4442051040623292,6816290105,转发微博,2019-11-24,0,0,0,1
4441901199565919,6816290105,蔡徐坤游泳池超话在线互捞 ,2019-11-23,0,25,1,0
4441477037935663,6816290105,蔡徐坤游泳池超话在线互捞 ,2019-11-22,1,22,0,0
4441476844944245,6816290105,转发微博,2019-11-22,0,0,0,1
4519432658344589,6878732385,蔡徐坤游泳池超话在线互捞 ,2020-06-24 20:31:55,1,27,0,0
4519032785352921,6878732385,蔡徐坤游泳池超话在线互捞 ,2020-06-23,0,29,0,0
4518651867352898,6878732385,蔡徐坤游泳池超话在线互捞 ,2020-06-22,0,27,0,0
4518651728850670,6878732385,我为蔡徐坤超话贡献742影响力，超话目前还差7662346影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-22,0,0,0,0
4518361436908442,6878732385,蔡徐坤游泳池超话还差8分 ,2020-06-21,0,16,0,0
4518359520146958,6878732385,蔡徐坤游泳池超话在线互捞 ,2020-06-21,0,15,0,0
4515441970513093,6878732385,蔡徐坤游泳池超话在线互捞 ,2020-06-13,0,16,0,0
4514941706471291,6878732385,蔡徐坤游泳池超话在线互捞 ,2020-06-12,0,28,0,0
4514590467093298,6878732385,蔡徐坤游泳池超话在线互捞 ,2020-06-11,2,27,0,0
4513860369349489,6878732385,蔡徐坤游泳池超话在线互捞 ,2020-06-09,0,25,0,0
4519452281965739,6590324248,蔡徐坤游泳池超话~#蔡徐坤 动感地带合伙人# 互捞前15个 ,2020-06-24 21:31:56,0,25,0,0
4519452018429234,6590324248,坤坤,2020-06-24 21:31:56,0,0,0,1
4519451993866444,6590324248,爱你,2020-06-24 21:31:56,0,0,0,1
4519063148069933,6590324248,蔡徐坤游泳池超话#蔡徐坤 动感地带合伙人# 互捞 ,2020-06-23,0,21,0,0
4519062535213609,6590324248,爱你,2020-06-23,0,0,0,1
4519062514881638,6590324248,一起冲浪🏄🏻,2020-06-23,0,0,0,1
4519062460210060,6590324248,坤坤最棒,2020-06-23,0,0,0,1
4518695282716350,6590324248,蔡徐坤游泳池超话:#蔡徐坤 动感地带合伙人# 互捞15个 ,2020-06-22,0,24,0,0
4518692590062533,6590324248,恭喜蔡徐坤,2020-06-22,0,0,0,1
4518692551173674,6590324248,坤坤厉害呀,2020-06-22,0,0,0,1
4519702556852772,2260115822,蔡徐坤超话特殊情况，不用大，有舞台就行。想@蔡徐坤 舞台了//@穷追星也开心嘿:每逢咪咕，必现金海下次场馆再大一点，新增了好多小猫咪，要坐不下喽,2020-06-25 14:32:13,0,0,0,1
4519701361113743,2260115822,#蔡徐坤 动感地带合伙人# 太棒了@蔡徐坤 //@刘爱坤Alan:好哒！和“动感地带5G合伙人”蔡徐坤一起快乐冲浪,2020-06-25 14:32:13,0,0,0,1
4519701143486861,2260115822,#蔡徐坤 动感地带合伙人# #奔跑吧蔡徐坤#    在我的地盘，放肆young起来和5G代言人蔡徐坤一起嗨起来，我们来了@蔡徐坤,2020-06-25 14:32:13,0,0,0,1
4519700837914127,2260115822,#蔡徐坤 动感地带合伙人# 太棒了，我已经预约好了，你们呢？@蔡徐坤,2020-06-25 14:32:13,0,0,0,1
4519700098617183,2260115822,蔡徐坤超话#蔡徐坤粉丝公益接力# 哎呀妈呀 蔡徐坤粉丝好棒啊。过节了，送温暖可还行@蔡徐坤  //@Mars蔡小葵:#蔡徐坤粉丝公益接力#好棒啊辛苦了,2020-06-25 14:32:13,0,0,0,1
4519699133589207,2260115822,//@Superior_蔡徐坤资源博:蔡徐坤超话#奔跑吧蔡徐坤# 181214星光行动/饭修18P@蔡徐坤,2020-06-25 14:32:13,0,0,0,1
4519664095523147,2260115822,转发微博,2020-06-25 11:32:15,0,0,0,1
4519525469641039,2260115822,转发微博,2020-06-25 02:32:16,1,0,0,1
4519524270072637,2260115822,谢谢认可，他的确爱豆做的出色。但…借大林子的话“别道德绑架我”。有合适的他会接的，我们一直相信他的选择，就像当初别人质疑“蔡PD”一样，他只要下决心去做一件事，必定拼尽全力。他有担当 查看图片,2020-06-25 02:32:16,1,0,0,1
4519521862402451,2260115822,蔡徐坤超话#蔡徐坤#    总之，我们过来了。一起从那段时间锤炼过来的人，什么都不怕（该掉的都掉光了，留下的都是死忠的），因为我们心里都是@蔡徐坤一切以他为说话、言行的出发点 新粉也慢慢跟上大部队哦，我们是和蔡徐坤一起成长的人，变成更好的自己,2020-06-25 02:32:16,1,0,0,1
4519315418298287,6445945936,蔡徐坤游泳池超话 积分在线互捞 南京 ,2020-06-24 16:32:18,0,21,0,0
4518976358449893,6445945936,蔡徐坤游泳池超话 积分在线互捞 南京 ,2020-06-23,0,21,0,0
4518741742037370,6445945936,转发微博,2020-06-22,0,0,0,1
4518741720991296,6445945936,转发微博,2020-06-22,0,0,0,1
4518650423456440,6445945936,蔡徐坤游泳池超话 积分在线互捞 南京 ,2020-06-22,2,21,0,0
4518561597012254,6445945936,转发微博,2020-06-22,0,0,0,1
4518320211013215,6445945936,蔡徐坤游泳池超话 积分在线互捞 南京 ,2020-06-21,0,21,0,0
4518009467523760,6445945936,转发微博,2020-06-20,0,0,0,1
4518009442097706,6445945936,转发微博,2020-06-20,0,0,0,1
4518009408126343,6445945936,转发微博,2020-06-20,0,0,0,1
4400439741415968,6028205615,离开部队快十年了，八一建军节依然是我心中的节日 ,2019-08-01,2,4,0,0
4519741211825352,6028205615,#奔跑吧#  蔡徐坤的情人！快播吧，一周太长了  #奔跑吧蔡徐坤#,2020-06-25 16:29:21,0,0,0,1
4519740280508692,6028205615,#奔跑吧#  #奔跑吧蔡徐坤# 蔡小葵也有狼狈的一天一周这么长，多放点花絮啊,2020-06-25 16:25:21,0,0,0,1
4519655774257821,6028205615,优秀的人格局不是一般的高，那些诋毁他的人，就像阴沟里蛆,2020-06-25 11:32:21,0,0,0,1
4519611791678463,6028205615,我刚刚在#综艺嗨一夏#参与了这个夏日最中暑（HOT）和最消暑（COOL）的综艺投票，快来和我一起打call！综艺嗨一夏 中暑消暑榜,2020-06-25 08:32:21,0,0,0,1
4519610269096350,6028205615,@蔡徐坤 我在安慕希#奔跑吧#能量榜为你送出能量卡，助你热血开跑！ 奔跑吧安慕希奔跑能量榜 ,2020-06-25 08:32:21,0,0,0,0
4519610244327197,6028205615,@蔡徐坤  我在安慕希#奔跑吧#能量榜上为你加油啦，助你焕新出发，热血开跑！ 奔跑吧安慕希奔跑能量榜 ,2020-06-25 08:32:21,0,0,0,0
4519592967663215,6028205615,我为蔡徐坤超话贡献65影响力，超话目前还差7482291影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-25 07:32:21,0,0,0,0
4519438056295208,6028205615,科普一下,2020-06-24 20:32:21,0,0,0,1
4519436537815780,6028205615,好的，搬一下,2020-06-24 20:32:21,0,0,0,1
4519670914793613,2624760915,蔡徐坤游泳池超话#安慕希品牌全球代言人蔡徐坤# ‖#重燃2020 一起安慕希#情人—蔡徐坤端午安康给小葵葵@蔡徐坤 一点分分 ,2020-06-25 12:32:40,5,20,0,0
4519257323295476,2624760915,蔡徐坤游泳池超话#奔跑吧蔡徐坤#情人—蔡徐坤早上好ﾉ☀是可可爱爱的蔡呀@蔡徐坤 ,2020-06-24 16:32:40,7,25,0,0
4519256383023698,2624760915,我为蔡徐坤超话贡献66影响力，超话目前还差3181676影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-24 16:32:40,0,0,0,0
4518997908996057,2624760915,我为蔡徐坤超话贡献66影响力，超话目前还差2692119影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-23,0,0,0,0
4518957913013175,2624760915,蔡徐坤游泳池超话#奔跑吧蔡徐坤#情人—蔡徐坤中午好呀( ๑ˊ•̥▵•)੭₎₎拍拍@蔡徐坤 请给我们穿搭小天才坤一点分分✨ ,2020-06-23,1,21,0,0
4518633886197100,2624760915,蔡徐坤超话#奔跑吧蔡徐坤# 闪电少年，这是在飞啊太酷了吧@蔡徐坤 ,2020-06-22,9,24,2,0
4518633130961205,2624760915,我为蔡徐坤超话贡献66影响力，超话目前还差8484435影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-22,0,0,0,0
4518353831854128,2624760915,这也是我为什么爱坤的原因@蔡徐坤,2020-06-21,0,0,0,1
4517879866914680,2624760915,蔡徐坤超话#奔跑吧蔡徐坤#🌙  #蔡徐坤睡衣走秀# ⭐ #蔡徐坤睡衣造型#情人-蔡徐坤精致的猪猪葵! 纯白的小花猫! 暗夜贵公子!每一期都有惊喜，小猫咪太幸福啦期待音乐剧坤@蔡徐坤 (图源见水印) ,2020-06-20,1,8,0,0
4519408841848519,6522674359,我参与了@追困少女 发起的【#奔跑吧蔡徐坤# 蔡徐坤 cxk 巨c】，我投给了“蜜糖蔡徐坤”这个选项，你也快来表态吧~,2020-06-24 18:32:43,0,0,0,1
4517568309980827,6522674359,还是帅的坤～，晚上不见不散,2020-06-19,1,1,0,1
4515901468305953,6522674359,我来了！,2020-06-15,0,0,0,1
4514745048216467,6522674359,好帅的小朋友,2020-06-11,0,0,0,1
4512747847900430,6522674359,太可爱啦吧！！！真的假的～,2020-06-06,0,0,0,1
4512746363092758,6522674359,#杨迪要暴打蔡徐坤#艺术细胞 智慧 颜值哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑死我了，菜菜的脑回路清奇 ,2020-06-06,0,0,0,0
4512419311412449,6522674359,转发微博,2020-06-05,0,0,0,1
4512192777517075,6522674359,没有走啊，刚刚怎么刷到离线了 ,2020-06-04,0,0,0,0
4512192151721452,6522674359,刚发完你就下了，哥！！！！ ,2020-06-04,0,0,0,0
4512191989064324,6522674359,哥，你来啦！！！ ,2020-06-04,0,0,0,0
4486140981233103,5407002847,蔡徐坤超话#蔡徐坤佟丽娅原创抗疫公益mv# 愿山河无恙，如初见模样！为英雄而歌，致敬最美逆行者。@蔡徐坤 //@蔡徐坤:为英雄而歌,2020-03-24,0,0,0,1
4486140675410219,5407002847,//@蔡徐坤:为英雄而歌,2020-03-24,0,0,0,1
4486140629308759,5407002847,蔡徐坤超话#蔡徐坤佟丽娅原创抗疫公益mv# 愿山河无恙，愿君归来若春风@蔡徐坤 //@蔡徐坤:在磨难中成长，无惧生死，热血出征；从磨难中奋起，微光成炬，向光而行！山河无恙在我胸，愿君归来若春风！致敬所有奋战在抗击疫情一线的英雄们，致敬我们英雄的祖国、英雄的时代、英雄的城市！,2020-03-24,0,0,0,1
4484608911698052,5407002847,蔡徐坤超话#青2青春制作人代表蔡徐坤# 欢迎英雄们回家！辛苦啦！致敬奋战在抗疫一线的工作者们@蔡徐坤 //@蔡徐坤:谢谢你们！辛苦了，一定要平平安安回家。,2020-03-20,0,0,0,1
4482445321779987,5407002847,蔡徐坤超话#青2青春制作人代表蔡徐坤# 小板凳已备好，坐等今晚精彩节目！蔡学长加油！@蔡徐坤  查看图片,2020-03-14,0,0,0,1
4446510484251566,5407002847,蔡徐坤超话#蔡徐坤重生时刻# #北京冬奥会冬残奥会志愿者招募# 妈呀！离我超级近的，昨天直播吗？错过了@蔡徐坤  查看图片,2019-12-06,0,0,0,1
4445447344729426,5407002847,蔡徐坤超话#蔡徐坤葵计划爱心基金# 认真写作业，工作的小朋友最乖啦！注意休息，保暖@蔡徐坤,2019-12-03,0,0,0,1
4438262368166802,5407002847,蔡徐坤超话分享@蔡徐坤 的微博故事#蔡徐坤赴英国进修# 哈哈哈！幼稚鬼！@蔡徐坤  微博视频 ,2019-11-13,2,0,0,0
4519338608920471,5850300383,转发微博,2020-06-24 16:33:16,0,0,0,1
4519242138942338,5850300383,转发微博,2020-06-24 16:33:18,0,0,0,1
4518674737706175,5850300383,我为蔡徐坤超话贡献66影响力，超话目前还差6935639影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-22,0,0,0,0
4518598880581076,5850300383,#蔡徐坤 动感地带合伙人# ,2020-06-22,0,0,0,1
4517577974647044,5850300383,我想看在床上的样子,2020-06-19,0,0,0,1
4517577784677800,5850300383,#奔跑吧蔡徐坤# ,2020-06-19,0,0,0,1
4516197108108501,5850300383,#高丝suncut代言人蔡徐坤#,2020-06-15,0,0,0,1
4516195279756683,5850300383,我在蔡徐坤超话等级达到LV.13，获得人气粉丝头衔，小伙伴们快来加入超话一起聊聊吧！超话传送门→蔡徐坤超话 ,2020-06-15,0,0,0,0
4516121615878346,5850300383,我为蔡徐坤超话贡献1影响力，超话目前还差1336279影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-15,0,0,0,0
4515854903773706,5850300383,我来了我来了@汤臣倍健官方旗舰店,2020-06-14,0,0,0,1
4460526437933532,5708646983,转发微博,2020-01-14,1,1,0,1
4453509350648190,5708646983,这瓜娃子 你笑死我了   哈哈哈哈嘎嘎嘎嗝嗝嗝,2019-12-25,0,0,0,1
4447150547433861,5708646983,联考的学长学姐加油，相信你们一定可以滴，放轻松就和平常一样，两年后就是我上战场了，加油上戏 北影 中传肯定都没问题! ,2019-12-08,0,0,0,0
4431658688265833,5708646983,奎葵超话姐妹们互捞啊，评论带链接，快救救超话吧 ,2019-10-26,0,10,0,0
4427912373236109,5708646983,忍不住在#西贝那达慕草原美食节#领取了@西贝莜面村 【西安粉丝专享40元代金券】，一大波内蒙古草原特色新菜，约个饭吗 【西贝】 西安粉丝专享40元代金券 ,2019-10-16,0,1,0,0
4424080596179687,5708646983,#每一帧都是壁纸的阿中哥# 阿中哥真的超酷超美的，安利一下西安啦 ,2019-10-05,2,0,0,0
4422111826924678,5708646983,我承诺，在#象样的旅行#中拒绝购买象牙制品。大多数人可能不知道，象牙有1/3长在头骨里，盗猎者为最大程度获取象牙必须杀掉大象。而失去母象的小象，将成为孤儿艰难的生活。要命的象牙要不得，我们一定不能成为伤害大象的帮凶。 点我，一起保护大象！ ,2019-09-30,1,0,0,0
4419938029024708,5708646983,我在#人人公益节#为#蚂蚁森林#捐出爱心！公益无大小，行动即榜样！我们一起@微公益 点击链接参与：人人公益节,2019-09-24,1,0,0,1
4419445806087705,5708646983,我在#人人公益节#为#拯救濒危亚洲象#捐出爱心！公益无大小，行动即榜样！我们一起@微公益 点击链接参与：人人公益节,2019-09-22,1,0,0,1
4519611729145619,7018882733,转发微博,2020-06-25 08:33:39,0,0,0,1
4518372433207368,7018882733,#微博首播#@蔡徐坤 的歌曲 情人—蔡徐坤 ,2020-06-21,0,2,0,0
4516211675417020,7018882733,转发微博,2020-06-15,1,0,0,1
4514398792777288,7018882733,转发微博,2020-06-10,0,0,0,1
4514391308919821,7018882733,转发微博,2020-06-10,0,1,0,1
4513136819297284,7018882733,蔡徐坤超话,2020-06-07,0,0,0,1
4512428911519523,7018882733,转发微博,2020-06-05,0,0,0,1
4512227732175874,7018882733,@蔡徐坤  我在安慕希#奔跑吧#能量榜上为你加油啦，助你焕新出发，热血开跑！ ,2020-06-04,0,0,0,0
4511994038151352,7018882733,,2020-06-04,0,0,0,1
4511993777624921,7018882733,,2020-06-04,0,0,0,1
4519468996850684,7221073606,我参与了@August_紫菜包饭 发起的投票【奔跑吧蔡徐坤 cxk 巨c 动感地带合伙人】，我投给了“睡衣一脸懵小葵”这个选项，你也快来表态吧~,2020-06-24 22:33:43,0,0,0,1
4519410993887969,7221073606,我参与了@蔡徐坤妈妈团数据组 发起的投票【蔡徐坤 巨C CXK #奔跑吧蔡徐坤#】，我投给了“简约白T 清爽大帅哥”这个选项，你也快来表态吧~,2020-06-24 19:33:46,0,0,0,1
4519331822318907,7221073606,蔡徐坤超话蔡徐坤,2020-06-24 16:33:46,0,0,0,1
4519331772085409,7221073606,我参与了@CherryBlossom_Kun 发起的投票【蔡徐坤 cxk 巨C 奔跑吧蔡徐坤】，我投给了“睡衣葵”这个选项，你也快来表态吧~,2020-06-24 16:33:46,0,0,0,1
4519122907495570,7221073606,,2020-06-23,0,0,0,1
4519121516408490,7221073606,转发微博,2020-06-23,0,0,0,1
4514755911989790,7221073606,转发微博,2020-06-11,1,0,0,1
4514755450003988,7221073606,转发微博,2020-06-11,1,0,0,1
4519657601865795,6616933342,我参与了@八月恋雪葵 发起的投票【#奔跑吧蔡徐坤#蔡徐坤cxk情人—蔡徐坤 】，我投给了“#蔡徐坤 动感地带合伙人#”这个选项，你也快来表态吧~,2020-06-25 11:33:49,0,0,0,1
4519619778210068,6616933342,转发微博,2020-06-25 08:33:49,0,0,0,1
4519092021121984,6616933342,蔡徐坤超话合伙人加油👏👏,2020-06-23,0,0,0,1
4519090900914832,6616933342,转发微博,2020-06-23,0,0,0,1
4517660232565078,6616933342,蔡徐坤超话这期也太好笑了，也有点惨 ,2020-06-19,0,0,0,0
4510379801472184,6616933342,蔡徐坤超话我们坤制作人今天晚上怪怪的，不许哭额@蔡徐坤 你是最棒的！ ,2020-05-30,4,22,0,0
4510020785808362,6616933342,转发微博,2020-05-29,0,0,0,1
4510018798288098,6616933342,#微博首播#@蔡徐坤 的歌曲 情人—蔡徐坤 ,2020-05-29,0,0,0,0
4509288280940330,6616933342,蔡徐坤超话嗯,2020-05-27,0,0,0,1
4508583037266578,6616933342,转发微博,2020-05-25,0,0,0,1
4423969438021494,6906607595,蔡徐坤游泳池超话一直都在，爱坤永远爱坤坤！爱坤如初！ ,2019-10-05,1,7,0,0
4423960684887317,6906607595,我正在分享蔡徐坤超话超话的积分红包，拆红包领免费积分，跟我一起应援蔡徐坤提升排名吧~！我正在分享蔡徐坤超话超话的积分红包，拆红包领免费积分，跟我一起应援蔡徐坤提升排名吧~！『蔡徐坤超话的积分红包』蔡徐坤超话的积分红包 ,2019-10-05,0,0,0,0
4423594819486482,6906607595,我正在分享蔡徐坤超话超话的积分红包，拆红包领免费积分，跟我一起应援蔡徐坤提升排名吧~！『蔡徐坤超话的积分红包』蔡徐坤超话的积分红包 ,2019-10-04,0,0,0,0
4423220549374302,6906607595,我正在分享#[超话]#超话的积分红包，拆红包领免费积分，跟我一起应援提升排名吧~！『网页链接』网页链接 ,2019-10-03,0,0,0,0
4422879921956623,6906607595,蔡徐坤游泳池超话1002我来了 ,2019-10-02,0,13,0,0
4422870345900167,6906607595,我正在分享蔡徐坤超话超话的积分红包，拆红包领免费积分，跟我一起应援蔡徐坤提升排名吧~！『蔡徐坤超话的积分红包』蔡徐坤超话的积分红包 ,2019-10-02,0,0,0,0
4422712350751104,6906607595,我正在分享蔡徐坤超话超话的积分红包，拆红包领免费积分，跟我一起应援蔡徐坤提升排名吧~！『蔡徐坤超话的积分红包』蔡徐坤超话的积分红包 ,2019-10-01,0,0,0,0
4421971016662853,6906607595,蔡徐坤游泳池超话你说你叫我怎么办😱哈哈哈哈，好不容易到珠海了，我都没去看海 ,2019-09-29,1,17,0,0
4421930331523864,6906607595,蔡徐坤游泳池超话跟我来吧，今天就出发！ ,2019-09-29,0,10,0,0
4421928213734423,6906607595,转发微博,2019-09-29,0,0,0,1
4518369031750248,6140868128,蔡徐坤超话,2020-06-21,1,1,0,1
4518364015982945,6140868128,我分享了文章 7月刊幕后花絮|《奔跑吧》蔡徐坤：歌舞青春 自带光芒 ,2020-06-21,0,0,0,0
4514760835725564,6140868128,转发微博,2020-06-11,0,0,0,1
4509323886136284,6140868128,蔡徐坤超话期待蔡徐坤,2020-05-27,0,2,0,1
4508596396171549,6140868128,转发微博,2020-05-25,0,0,0,1
4508242580911849,6140868128,转发微博,2020-05-24,0,0,0,1
4508242354742685,6140868128,转发微博,2020-05-24,0,0,0,1
4507845670089132,6140868128,绝了,2020-05-23,0,0,0,1
4507845259418484,6140868128,蔡徐坤超话只有啊啊啊啊啊啊啊啊,2020-05-23,0,0,0,1
4505943801843835,6140868128,转发微博,2020-05-18,0,0,0,1
4519668788966472,6490372753,转发微博,2020-06-25 12:34:11,0,0,0,1
4519668755316732,6490372753,转发微博,2020-06-25 12:34:13,0,0,0,1
4519668738208010,6490372753,转发微博,2020-06-25 12:34:15,0,0,0,1
4519668721673312,6490372753,转发微博,2020-06-25 12:34:17,0,0,0,1
4519668667508147,6490372753,转发微博,2020-06-25 12:34:17,0,0,0,1
4519668653530281,6490372753,转发微博,2020-06-25 12:34:17,0,0,0,1
4519668645944705,6490372753,转发微博,2020-06-25 12:34:17,0,0,0,1
4519668616435922,6490372753,转发微博,2020-06-25 12:34:19,0,0,0,1
4519668574709968,6490372753,转发微博,2020-06-25 12:34:19,0,0,0,1
4519606046465418,6034285888,早上起来先看你的脸    满满正能量 ,2020-06-25 07:34:34,0,0,0,0
