id,昵称,性别,所在地,关注数,粉丝数,微博数,创建时间,等级,会员等级,个人简介,教育经历,公司,阳光信用,类别,
6937269844,JunhChn2t0426,男,其他,0,1,28,,4,0,,,,,2,
6995277953,葵幼儿园i56925,男,其他,0,1,34,,3,0,,,,,2,
6941600175,铁血葵妈Xor065,男,其他,0,1,17,,3,0,,,,,2,
7003534337,蔡坤坤FBB097,男,其他,0,1,371,2019/2/20,4,0,,,,信用较低,2,
7005563545,用户7005563545,男,其他,0,1,83,,4,0,,,,,2,
5271479410,dochsof,男,海外,190,158,2938,2014/8/29,9,1,快取关我,,,信用较好,0,
7012127268,挚爱坤坤gCo362,男,其他,0,1,32,,4,0,,,,,2,
7011834057,向日坤fnw497,男,其他,0,1,30,,1,0,,,,,2,
7012622139,小葵花hHG999,男,其他,0,1,50,,4,0,,,,,2,
6941426665,困困不困Wfx552,男,其他,0,1,30,,2,0,,,,,2,
7012622257,大西几奎hlP128,男,其他,0,1,50,2019/2/27,4,0,,,,信用较低,2,
6968332234,自己读懂自己XL7765,男,其他,0,1,31,,3,0,,,,,2,
7011913105,星星路L7n781,男,其他,0,1,48,2019/2/27,4,0,,,,信用较低,2,
6518403022,kun与小花棠,女,四川,151,120,2534,,9,4,底线蔡徐坤，all for 蔡徐坤！！,,,,0,
6989661049,用户6989661049,男,其他,0,1,879,2019/2/9,3,0,,,,信用较低,2,
7015198125,蔡小葵葵uWO434,男,其他,0,1,166,,4,0,,,,,2,
6985507145,用户6985507145,男,其他,0,1,114,2019/2/5,4,0,,,,信用较低,2,
7016732116,大眼葵G2a353,男,其他,9,1,51,,4,0,雍势亢棍,,,,2,
6930668946,用户6930668946,男,其他,0,1,112,,4,0,,,,,2,
5852126463,请问蔡徐坤在吗,男,其他,186,217,453,,9,0,生而为人,,,,0,
6974575115,想你的夜5ZT493,男,其他,0,1,29,,3,0,,,,,2,
6974679422,帅气爆表I6k454,男,其他,0,1,20,,4,0,,,,,2,
6506692364,今天你蒙着眼了吗,女,其他,1292,387,11713,,25,1,不痛不痒不变~,,,,0,
6940219655,旺仔牛奶Pe6227,男,其他,0,1,167,,4,0,,,,,2,
6960090155,优雅坤cZg518,男,其他,0,1,136,2019/1/17,4,0,,,,信用较低,2,
6996362610,加油坤哥X4w203,男,其他,0,1,8,2019/2/15,3,0,,,,信用较低,2,
7012419043,公益爱困Y81442,男,其他,0,1,53,,4,0,,,,,2,
5269638690,lu子婷ni_,女,浙江 绍兴,354,12921,6988,2014/8/27,24,5,平平无奇蔡徐坤老婆罢了,清华大学,蔡徐坤工作室,信用极好,0,
7016727012,双脚独舞onT914,男,其他,0,1,31,2019/3/2,4,0,,,,信用较低,2,
6941092255,追求梦想ilT853,男,其他,0,1,221,,4,0,,,,,2,
6989374736,华中医_PAw216,男,其他,0,1,138,2019/2/8,4,0,,,,信用较低,2,
6960131837,西瓜饼lHE250,男,其他,0,1,70,,4,0,,,,,2,
6988729697,朱范蠡Leo839,男,其他,18,1,164,,4,0,,,,,0,
7011848743,可爱蔡蔡B5Y306,男,其他,0,1,170,,4,0,,,,,2,
6783001543,用户6783001543,女,内蒙古 巴彦淖尔市,2,1,31,2018/10/20,2,0,,,,信用较低,2,
6960023676,护坤队vtQ050,男,其他,0,1,19,,4,0,,,,,2,
5892375401,猫咪爱吃芒果冰唷,女,海南,746,164,9767,,23,2,向阳花木易为春，听说我爱蔡徐坤 �,,,,0,
6936471310,后会无期wXx296,男,其他,0,1,37,2019/1/14,4,0,,,,信用较低,2,
7015202212,偷菜小八x0z969,男,其他,0,1,9,,3,0,,,,,2,
6574368661,抓大如上来喉time,男,四川 遂宁,421,16,620,,4,0,我感谢你，让我看清了人心,,,,2,
7007329849,用户7007329849,男,其他,1,1,765,2019/2/22,4,0,,,,信用较低,2,
6989660785,用户6989660785,男,其他,0,1,835,2019/2/9,3,0,,,,信用较低,2,
7006615499,用户7006615499,男,其他,1,1,545,,4,0,,,,,2,
7004352208,芒果核949759,男,其他,0,1,197,,4,0,,,,,2,
6824396187,用户6824396187,男,河南 新乡,0,1,134,2018/11/11,4,0,,,,信用较低,2,
1336083415,坤佳宝贝,女,福建 泉州,196,132,8065,,14,2,努力加油！呵呵！❤️蔡徐坤❤️,,,,0,
6857433648,用户6857433648,男,江苏 泰州,0,1,218,,4,0,,,,,2,
7012436263,帅气坤哥6F7685,男,其他,0,1,21,,3,0,,,,,2,
6994228706,用户6994228706,男,其他,0,1,38,,4,0,,,,,2,
7016727015,超级巨星981677,男,其他,0,1,31,2019/3/2,4,0,,,,信用较低,2,
6594703871,初心不变24262,女,海外,1482,187,3031,,4,0,,,,,0,
6941108951,披荆斩棘eFZ019,男,其他,0,1,166,2019/1/15,4,0,,,,信用较低,2,
6975462793,葵奎huy769,男,其他,0,1,111,,4,0,,,,,2,
6712021624,hatch青霞074,女,海外,59,1,73,2018/9/19,4,0,,,,信用较低,2,
5157625858,小坤秋秋,女,湖南,358,1721,3027,,30,1,ALL FOR  KUN(高三党),,,,0,
6921083596,用户6921083596,男,其他,0,1,48,,4,0,,,,,2,
6916772694,葵妈最棒27370,男,其他,0,1,192,2019/1/4,4,0,,,,信用较低,2,
7004382341,用户7004382341,男,其他,0,1,9,,3,0,,,,,2,
6942040077,伫立以泣Uox242,男,其他,0,1,97,2019/1/16,4,0,,,,信用较低,2,
6940551494,思念成灾SF7507,男,其他,0,1,30,,4,0,,,,,2,
6966404467,乙景辉Wanda,男,其他,0,1,341,2019/1/21,4,0,,,,信用较低,2,
7012356679,为坤疯ijs823,男,其他,0,1,63,,3,0,,,,,2,
6099859586,累了累了再累我就真的溜了丶434,男,江苏 徐州,1,14,323,,4,0,,,,,2,
6998096032,用户6998096032,男,其他,9,1,42,,4,0,,,,,2,
2705506463,拾花酿酒C,女,其他,31,16,12380,,34,1,慕强 向善 喵～,,,,0,
6942326753,用户6942326753,男,其他,0,1,184,,4,0,,,,,2,
7014402395,葵葵好困DiO454,男,其他,0,1,24,2019/2/28,4,0,,,,信用较低,2,
6986162437,用户6986162437,男,其他,0,1,20,2019/2/5,4,0,,,,信用较低,2,
6876870963,蔡boss_cah26,男,福建,61,3,120,2018/12/7,4,0,,,卷誓店帜有限公司,信用较低,2,
5114630924,赵小鱼吖,女,山东,638,83,235,,14,1,我的毛病一大堆 我的任性无可救药 我的懒惰改不掉 我的脾气也控制不了 怕有一天你终于忍受不了 逃之夭夭,,,,0,
7012350697,甜心小癸04O753,男,其他,0,1,77,2019/2/26,3,0,,,,信用较低,2,
6792090479,蔡泽培丶,男,浙江,121,3,17,,4,0,,,,,0,
7015037312,葵葵吃菜05m340,男,其他,9,1,162,,4,0,经传佣钢闰腿,,,,2,
7016943731,心神无敌a6R716,男,其他,0,1,85,,4,0,,,,,2,
6989660824,不拘节xTi634,男,其他,0,1,885,,3,0,,,,,2,
6914381867,用户6914381867,男,其他,0,1,27,2019/1/2,4,0,,,,信用较低,2,
7020128453,小困好困YuD674,男,其他,0,1,40,2019/3/4,4,0,,,,信用较低,2,
7011742663,用户7011742663,男,其他,0,1,21,,4,0,,,,,2,
6786959719,用户6786959719,男,青海 海南,3,1,26,2018/10/22,4,0,,,,信用较低,2,
7012406632,坤棒棒的mBL253,男,其他,0,1,114,,4,0,,,,,2,
6876928459,y能量尐女04290,男,福建 南平,0,1,336,,4,0,,,,,2,
6877673874,紫蔡_ggs109OOL,男,江苏 南通,54,1,468,,4,0,,,,,2,
6589901847,疑酉芬痘_,男,上海,1,1,568,,4,0,,,,,2,
7018782350,徐坤男粉hP3059,男,其他,11,1,91,2019/3/4,4,0,蔺力怡便贻掌法,,,信用较低,2,
7017614498,帅气坤哥Lfm951,男,其他,0,1,85,2019/3/2,4,0,,,,信用较低,2,
5799999361,KUN-Cool傻33,女,广东 广州,382,1402,6402,,30,5,kun and ikun,,,,0,
6581567476,奎小葵的18,女,其他,9,11,237,,4,0,披金成王，伴坤远航�,,,,0,
6787451041,用户6787451041,男,天津 滨海新区,64,1,105,2018/10/22,4,0,,,,信用较低,0,
7012436087,真爱坤iTh572,男,其他,0,1,164,,4,0,,,,,2,
6796475107,bInTheMe-mory,男,浙江,60,1,35,,4,0,,,,,2,
7020018059,追菜女孩YCR692,男,其他,15,4,177,,4,0,璩访豌闽北璨枪法,,,,2,
7005562672,坤妹最棒2Ck376,男,其他,0,1,83,2019/2/21,4,0,,,,信用较低,2,
6960023527,葵妻冲鸭OAB689,男,其他,0,1,20,,4,0,,,,,2,
6780056560,韩-蓓,男,湖北,62,3,51,2018/10/18,4,0,,,,信用较低,0,
7011831882,喂喂喂坤PUA446,男,其他,0,1,114,,4,0,,,,,2,
7015202620,是大奎呀bUc915,男,其他,0,1,16,2019/3/1,4,0,,,,信用较低,2,
7003533370,哥哥最帅hlO093,男,其他,0,1,343,,4,0,,,,,2,
6967617330,亓官正诚Ian,男,其他,0,1,316,2019/1/21,4,0,,,,信用较低,2,
7011737815,大长腿Jwp000,男,其他,0,1,44,,4,0,,,,,2,
1685989717,沧澜···,女,浙江 金华,314,162,8414,2010/2/3,14,3,圈地自萌，安心,,,信用较好,0,
6936467526,芥菜种l1B198,男,其他,0,1,37,,4,0,,,,,2,
7019787592,大奎也甜VMq724,男,其他,9,1,174,,4,0,戎壮郎两丽剑谱,,,,2,
6988766100,用户6988766100,男,其他,0,1,145,,4,0,,,,,2,
6989661367,用户6989661367,男,其他,0,1,905,,3,0,,,,,2,
7014564608,旺仔牛奶RXu876,男,其他,0,1,15,,4,0,,,,,2,
6940713896,舞台魅力2XF973,男,其他,0,1,17,2019/1/16,2,0,,,,信用较低,2,
1257956371,请修改不可用的昵称,女,江苏 无锡,33,63,4243,,4,2,我是一个喜新怀旧的人。,,,,0,
7012464518,旺仔小葵ckA948,男,其他,0,1,18,2019/2/27,3,0,,,,信用较低,2,
7012412482,大眼葵AJa042,男,其他,0,1,59,,4,0,,,,,2,
6033990597,有点客观因素,女,江苏 常州,111,83,70,,9,5,,,,,0,
6593935077,用户6593935077,女,河南 三门峡,0,1,718,2018/7/7,4,0,,,,信用较低,2,
6977577772,用户6977577772,男,其他,0,1,44,,4,0,,,,,2,
7020305421,甜菜葵To3234,男,其他,17,1,102,,4,0,,,,,2,
6983540259,用户6983540259,男,其他,0,1,43,,4,0,,,,,2,
6936440221,缘归于尘FA6168,男,其他,0,1,39,2019/1/14,4,0,,,,信用较低,2,
7011871472,爱坤爱坤0pt683,男,其他,0,1,18,,4,0,,,,,2,
6936436490,盛世网络WvE975,男,其他,0,1,37,2019/1/14,4,0,,,,信用较低,2,
7011628754,用户7011628754,男,其他,0,1,33,,4,0,,,,,2,
6834234996,ShadowDa丶isy,女,安徽,52,1,16,,4,0,,,,,2,
7014391657,坤爱音乐aBT496,男,其他,0,1,140,2019/2/28,3,0,,,,信用较低,2,
6940715994,大奎超凶mU6780,男,其他,0,1,12,,2,0,,,,,2,
6981564378,用户6981564378,男,其他,0,1,128,2019/2/1,4,0,,,,信用较低,2,
7012952942,葵葵很困2L2903,男,其他,0,1,29,,4,0,,,,,2,
7012932756,优雅坤8We822,男,其他,0,1,16,2019/2/27,3,0,,,,信用较低,2,
6942326728,用户6942326728,男,其他,0,1,183,,4,0,,,,,2,
6847452811,来呀来呀打我呀,男,海外 马来西亚,42,2,70,,4,0,,,,,0,
3802005730,粉豹芭比Girl_坤坤,女,河北 石家庄,652,332,813,2013/9/18,28,5,蔡徐坤的阿姨粉,,,信用较好,0,
5685237696,高举葵葵大旗,男,其他,371,589,5544,,8,0,,,,,0,
5737551307,VON小葵的小葵,女,重庆,1141,242,12607,,9,1,� 做数据 做数据 做数据！,,,,0,
7010898417,用户7010898417,男,其他,0,1,35,,3,0,,,,,2,
7014564617,超爱大奎qF7066,男,其他,0,1,13,2019/3/1,2,0,,,,信用较低,2,
7012477894,本命坤哥EZr059,男,其他,0,1,12,,3,0,,,,,2,
6940552366,用户6940552366,男,其他,0,1,17,2019/1/16,3,0,,,,信用较低,2,
7012318009,成长坤8nx097,男,其他,0,1,21,,4,0,,,,,2,
7012126859,低调行事DJ5145,男,其他,0,1,27,2019/2/27,4,0,,,,信用较低,2,
7011819447,我的蔡19n103,男,其他,0,1,213,,4,0,,,,,2,
6937312914,豆子9yz763,男,其他,0,1,263,,4,0,,,,,2,
7012425839,真爱坤U30661,男,其他,0,1,45,2019/2/27,4,0,,,,信用较低,2,
7014563965,k小瞎鱼dBP792,男,其他,0,1,10,,3,0,,,,,2,
6974693302,心中至爱Kkf520,男,其他,0,1,25,2019/1/28,3,0,,,,信用较低,2,
6877564700,用户6877564700,男,湖北 天门,0,1,290,,4,0,,,,,2,
6961950244,用户6961950244,男,其他,2,1,50,2019/1/18,4,0,,,,信用一般,2,
6964236795,用户6964236795,男,其他,0,1,29,,4,0,,,,,2,
7003535438,生命粉YIA460,男,其他,0,1,2,,1,0,,,,,2,
5271304443,love瑞穗,女,陕西 榆林,325,266,5899,,26,1,KUN&amp;IKUN,,,,0,
6981564601,兮参天地dMr002,男,其他,0,1,126,2019/2/1,4,0,,,,信用较低,2,
6828430856,用户6828430856,男,江苏 南通,1,1,243,,4,0,,,,,2,
7017917438,菜花梓iqB757,男,其他,16,1,70,,4,0,仲予寻戌断宝典,,,,2,
7012699060,思念成灾t3S323,男,其他,0,1,26,2019/2/27,4,0,,,,信用较低,2,
6924629959,倩仔宝宝008,女,河南 信阳,40,12,116,,9,0,花花世界静守己心,,,,0,
7011901444,坤坤不困nbK916,男,其他,1,1,215,,4,0,,,,,2,
7012933279,我的菜包6L6704,男,其他,0,1,16,,3,0,,,,,2,
6974575070,是坤麻麻kkS249,男,其他,0,1,25,,3,0,,,,,2,
5193399946,#NAME?,女,海外,87,227,2609,2014/6/26,9,5,愿你一生明亮 清澈无忧 做你愿做之事 爱你愿爱之人,,,信用较好,0,
6965689001,用户6965689001,男,其他,0,1,59,,4,0,,,,,2,
6841449301,用户6841449301,男,吉林 松原,0,1,6,,2,0,,,,,2,
6940208452,奎大背头sKb574,男,其他,0,1,31,2019/1/15,3,0,,,,信用较低,2,
6877062102,小葵花籽_ggq19,男,新疆 克拉玛依,61,2,491,,4,0,,,,,2,
6827212466,用户6827212466,男,湖北 荆门,1,1,243,,4,0,,,,,2,
7012486883,奶糖GpM243,男,其他,0,1,25,2019/2/27,4,0,,,,信用较低,2,
6940714628,用户6940714628,男,其他,0,1,12,2019/1/16,2,0,,,,信用较低,2,
7017395496,小刺猥葵HKG269,男,其他,0,1,28,,4,0,,,,,2,
5240346047,My_Regulus,男,其他,340,83,31943,,9,6,“没有什么能够打倒我和我的IKUN”,,,,0,
7015040349,困困不困JnM411,男,其他,0,1,27,2019/2/28,4,0,,,,信用较低,2,
7014402403,八月的坤akp826,男,其他,0,1,24,2019/2/28,4,0,,,,信用较低,2,
6936482112,玉龙Pfd597,男,其他,0,1,259,,4,0,,,,,2,
6978127224,知德行不HHF156,男,其他,0,1,44,,4,0,,,,,2,
7012953462,见坤钟情DDC248,男,其他,0,1,13,2019/2/27,4,0,,,,信用较低,2,
6989231751,用户6989231751,男,其他,0,1,28,,4,0,,,,,2,
6941600325,心心相惜Ekj027,男,其他,0,1,12,,2,0,,,,,2,
7012954427,旋转木马fDA206,男,其他,0,1,13,,4,0,,,,,2,
7011834595,本命坤哥rZN673,男,其他,0,1,24,,0,0,,,,,2,
6989091213,用户6989091213,男,其他,0,1,51,2019/2/9,4,0,,,,信用较低,2,
6940530510,葵妈冲鸭ZVx503,男,其他,0,1,7,2019/1/16,0,0,,,,信用较低,2,
6964727315,菜菜宝贝itz592,男,其他,0,1,197,,4,0,,,,,2,
6301906907,KUN__LT,女,安徽,542,228,18778,2017/6/30,29,5,只❤蔡徐坤,,,信用较好,0,
6672984629,Iyun红颜,男,江苏,60,1,88,,4,0,,,,,0,
6058256335,小懂事儿球球,女,安徽,381,100,6914,,9,2,,,,,0,
6749195069,坤坤家的积雪草,男,河南,211,4,129,2018/10/8,4,0,,,,信用一般,0,
7011859275,皮皮坤MG1510,男,其他,2,1,62,,4,0,,,,,2,
6941094168,伴坤同行0b6332,男,其他,0,1,121,,4,0,,,,,2,
6521913922,摸鲨鱼的角1,女,山东,245,105,3582,2018/4/5,9,2,,,,信用较好,0,
6503385149,用户6503385149,男,其他,1,1,788,,4,0,,,,,2,
7012412472,最爱徐坤bos296,男,其他,0,1,52,,4,0,,,,,2,
7011647389,用户7011647389,男,其他,0,1,71,,4,0,,,,,2,
6960336985,是葵麻麻tAn830,男,其他,1,1,81,,4,0,,,,,2,
7014564585,坤家喵咪vgH608,男,其他,0,1,13,,4,0,,,,,2,
7015201746,亲一口奎UQm855,男,其他,0,1,10,2019/3/1,3,0,,,,信用较低,2,
7012405098,酷帅大坤6Hq938,男,其他,0,1,25,,3,0,,,,,2,
7012356412,用户7012356412,男,其他,0,1,63,2019/2/26,3,0,,,,信用较低,2,
7011883512,专业护葵P5A333,男,其他,0,1,87,,4,0,,,,,2,
7020307810,唯爱小坤FgH159,男,其他,3,1,76,2019/3/4,4,0,邢赠甲遇心法,,,信用较低,2,
7012128346,听话小坤4W7686,男,其他,0,1,32,2019/2/27,4,0,,,,信用较低,2,
7011850809,我的菜包MWP124,男,其他,0,1,53,,4,0,,,,,2,
6940209998,思念坤坤I4j966,男,其他,0,1,32,,3,0,,,,,2,
6975338800,芒果冰jPu599,男,其他,0,1,422,2019/1/28,4,0,,,,信用一般,2,
7018573001,奎哥笑了BpC642,男,其他,0,1,2,,1,0,,,,,2,
6988606416,用户6988606416,男,其他,0,1,22,2019/2/8,4,0,,,,信用较低,2,
7012952261,葵的胸痣woM591,男,其他,0,1,23,,4,0,,,,,2,
7012405412,事业粉07P678,男,其他,0,1,32,,3,0,,,,,2,
7011837043,是坤麻麻hmc293,男,其他,0,1,28,,3,0,,,,,2,
6960322991,星星路AzY382,男,其他,0,1,69,,4,0,,,,,2,
7015030490,伴坤同行z4V086,男,其他,0,1,140,2019/2/28,3,0,,,,信用较低,2,
6940596423,低调行事k8d299,男,其他,10,1,344,,4,0,干亮箕刀,,,,2,
6960126054,葵妻爱坤hph531,男,其他,0,1,49,,4,0,,,,,2,
7012478719,超赞坤妈VL6478,男,其他,0,1,147,,4,0,,,,,2,
7004354126,等待这人l1v452,男,其他,0,1,201,,4,0,,,,,2,
7012413386,沉重重量QwB099,男,其他,1,1,115,,4,0,霍埋何綦谐要大法,,,,2,
6519566338,Siberia017,女,其他,225,53,779,2018/4/3,14,0,,,,信用一般,0,
6940203116,发带小葵HbJ857,男,其他,0,1,213,,4,0,,,,,2,
6983540218,用户6983540218,男,其他,0,1,31,,3,0,,,,,2,
7012514905,坤爱心KG1650,男,其他,0,1,203,,4,0,,,,,2,
6589896759,仄导拓型0,女,北京,1,1,578,,4,0,,,,,2,
6989051555,用户6989051555,男,其他,0,1,901,2019/2/9,3,0,,,,信用较低,2,
7012158642,天生我蔡el2457,男,其他,0,1,174,,4,0,,,,,2,
6983540469,用户6983540469,男,其他,0,1,41,,4,0,,,,,2,
7015202847,紫菜泡饭QGp343,男,其他,0,1,15,2019/3/1,4,0,,,,信用较低,2,
6940509128,坤哥翘臀AM4369,男,其他,0,1,29,,4,0,,,,,2,
7012158842,听话小葵xEi250,男,其他,0,1,190,,4,0,,,,,2,
7011842716,正能量坤Y5o097,男,其他,0,1,54,,4,0,,,,,2,
7015047719,明信片坤uuJ381,男,其他,0,1,70,2019/2/28,4,0,,,,信用较低,2,
6870205197,蔡总狂想-曲,男,河南,61,1,26,,4,0,,,,,2,
7014564244,小唷D坤6LX732,男,其他,0,1,11,,3,0,,,,,2,
7011833918,可爱葵葵a2C586,男,其他,0,1,30,2019/2/27,0,0,,,,信用较低,2,
5948958813,舜叹毁舜,女,海外,251,112,19760,,30,5,独唯！爱小坤！小坤要开心幸福健康平安！,,,,0,
6898672767,橘猫啊啊啊啊,女,北京,120,4,49,,4,0,,,,,0,
7011642346,仙小甜嘴狐狸,男,其他,0,1,35,,4,0,,,,,2,
6960323008,菜菜最帅CLE537,男,其他,0,1,68,2019/1/17,4,0,,,,信用较低,2,
7012775214,爱桂肉的Carrie,男,其他,12,1,136,2019/2/27,4,0,宣拜气州申剑诀,,,信用较低,2,
6960323103,AK突突Zm6200,男,其他,0,1,68,2019/1/17,4,0,,,,信用较低,2,
6936438920,乖乖tga317,男,其他,0,1,33,,4,0,,,,,2,
7011822013,麻麻爱奎Ciq785,男,其他,0,1,20,,3,0,,,,,2,
5626850957,Miss妮可Xu,女,海外 英国,354,250,19962,,37,3,Young  and  Beautiful,,,,0,
7012127209,笑笑坤x56699,男,其他,0,1,32,,4,0,,,,,2,
7013554643,菜菜菜菜O5o165,男,其他,0,1,16,2019/2/27,3,0,,,,信用较低,2,
6964761517,用户6964761517,男,其他,2,1,50,,4,0,,,,,2,
7012408920,喂喂喂葵14I210,男,其他,0,1,30,,1,0,,,,,2,
6881575388,蔡蔡_ccb91AAKA,男,辽宁 沈阳,61,8,43,,4,0,,,,,2,
6489808721,默默吃糖瓜,女,北京,348,500,6267,,26,5,"IF YOU NEED ME , I WILL BE YOUR SIDE",,,,0,
6554883373,用户6554883373,女,海外,40,2,1318,,4,0,,,,,2,
7012699050,坤也可爱tz9461,男,其他,0,1,26,2019/2/27,4,0,,,,信用较低,2,
6877109133,ikun坤坤_rgw36,男,陕西 延安,59,1,36,,4,0,,,,,2,
6936481791,Nice祁jG1923,男,其他,0,1,262,2019/1/14,4,0,,,,信用较低,2,
6960147417,酷帅大奎33O456,男,其他,0,1,449,,4,0,,,,,2,
6999407912,皇冠灯闪烁的地方叫梦想00A740,男,其他,0,1,84,,4,0,,,,,2,
6910468790,用户6910468790,男,其他,0,1,87,,4,0,,,,,2,
7012952644,坤6坤Zg1398,男,其他,0,1,29,,4,0,,,,,2,
6932039395,用户6932039395,男,其他,0,1,111,,4,0,,,,,2,
7012126417,小白兔葵ZFH063,男,其他,0,1,26,2019/2/27,4,0,,,,信用较低,2,
7007329025,用户7007329025,男,其他,1,1,746,,4,0,,,,,2,
6994844211,小白兔葵Nik988,男,其他,0,1,36,,3,0,,,,,2,
7012412176,坤坤坤坤yYh296,男,其他,0,1,51,2019/2/27,4,0,,,,信用较低,2,
7006615451,逸风才fka538,男,其他,1,1,760,,4,0,,,,,2,
7015202635,坤小媳妇yhY011,男,其他,0,1,12,2019/3/1,4,0,,,,信用较低,2,
7011462630,ikun传媒RlU893,男,其他,0,1,32,,4,0,,,,,2,
7012775052,踢苹翻果,男,其他,3,1,149,,4,0,董泔敛黍首稚棍诀,,,,2,
7012406733,做坤立麦4rn549,男,其他,0,1,114,2019/2/27,4,0,,,,信用较低,2,
6554883401,用户6554883401,女,海外,22,2,1340,,4,0,,,,,2,
6981564332,九章算术TFd177,男,其他,0,1,125,,4,0,,,,,2,
7003550612,坤情度理3Rj564,男,其他,0,1,51,2019/2/20,4,0,,,,信用较低,2,
7003551208,用户7003551208,男,其他,0,1,52,,4,0,,,,,2,
6974607450,旺仔坤1D9002,男,其他,0,1,44,,4,0,,,,,2,
7011671432,坤幼儿园SAr538,男,其他,0,1,38,,4,0,,,,,2,
6632070613,谂撇奔丶t,男,海南,11,1,801,,4,0,,,,,2,
7017252736,众目窥奎qAA051,男,其他,0,1,12,2019/3/2,3,0,,,,信用较低,2,
6963152756,用户6963152756,男,其他,2,1,41,,4,0,,,,,2,
6937313953,萧涛aRB720,男,其他,0,1,259,,4,0,,,,,2,
6086116393,文文小朋友是Ikun呐,女,湖南 长沙,15,25,289,,4,2,千军万马是Ikun，Ikun永远爱坤坤。,,,,0,
7012464514,有匪君子BrX701,男,其他,0,1,19,,3,0,,,,,2,
6619647989,小困又困,女,江西,86,14,374,2018/8/2,4,0,,,,信用一般,0,
6576896701,蔡徐坤女朋友加麻麻加老婆,女,其他,71,5,816,,9,0,,,,,0,
6941602545,为你倾倒5QM456,男,其他,0,1,14,,3,0,,,,,2,
6980132160,用户6980132160,男,其他,0,1,47,,4,0,,,,,2,
6772463650,用户6772463650,男,其他,16,1,79,,4,0,,,,,0,
6960317566,我的蔡Y1K470,男,其他,0,1,41,2019/1/17,4,0,,,,信用较低,2,
6937284256,鱼妃R1r431,男,其他,0,1,24,,4,0,,,,,2,
7011781219,自我坤Org346,男,其他,0,1,74,,3,0,,,,,2,
6941426673,葵妹有矿osg333,男,辽宁 大连,0,1,30,2019/1/16,0,0,我把心酸埋在心底 用欢笑来假装我不在意,,,信用较低,2,
6963118962,蔡徐坤KGaH298,男,其他,0,1,197,,4,0,,,,,2,
5516918438,菜菜咳嗽总不好,女,其他,121,101,1513,,4,1,喜欢的人就是最好的介绍,,,,0,
6982933141,用户6982933141,男,其他,0,1,43,2019/2/3,4,0,,,,信用较低,2,
6503593746,用户6503593746,男,其他,0,1,790,,4,0,,,,,2,
6965549596,用户6965549596,男,其他,0,1,27,,3,0,,,,,2,
7011860060,AK战士whw096,男,其他,0,1,57,,4,0,,,,,2,
7011848516,小猫咪呀kvk288,男,其他,0,1,167,,4,0,,,,,2,
6380805593,安树本版,女,其他,1060,1653,9607,2017/10/18,9,1,,,,信用较好,0,
7012411452,旺仔小坤YKr436,男,其他,0,1,12,,4,0,,,,,2,
6982932898,用户6982932898,男,其他,0,1,43,,4,0,,,,,2,
7013513225,伴坤同行utM372,男,其他,0,1,64,2019/2/27,4,0,,,,信用较低,2,
6940507710,蔡学长5Mv713,男,其他,0,1,29,,2,0,,,,,2,
6941109002,甜心小葵IhM668,男,其他,0,1,167,2019/1/15,4,0,,,,信用较低,2,
7020103270,小喵咪呀T8Z426,男,其他,0,1,24,,4,0,,,,,2,
6877497039,小镇姑娘i98737,男,黑龙江 鹤岗,0,1,203,,4,0,,,,,2,
7012953438,困困的菜UIE978,男,其他,0,1,9,,4,0,,,,,2,
7016735270,南若徐山瑄,男,其他,0,1,87,2019/3/2,4,0,,,,信用较低,2,
6937312863,epnd3jP185,男,其他,0,1,258,2019/1/14,4,0,,,,信用较低,2,
7016224150,喂喂喂坤5GH836,男,其他,0,1,41,,3,0,,,,,2,
7015202619,两杯奶坤70v919,男,其他,0,1,11,,3,0,,,,,2,
7011667021,超级巨星60d040,男,其他,0,1,51,,4,0,,,,,2,
6940208227,热爱舞台joH683,男,其他,0,1,32,2019/1/15,3,0,,,,信用较低,2,
6737935518,Thesefor_ever,男,安徽,64,2,80,,4,0,,,,,0,
5661282092,凉城C天很蓝,女,上海 浦东新区,89,56,1470,2015/7/25,4,1,,,,信用较好,0,
7011782232,大眼坤nCk763,男,其他,6,1,121,2019/2/26,4,0,景陪侥毫江刀诀,,,信用较低,2,
6528422353,徐坤的小扇子,男,上海,1942,696,15554,2018/4/16,4,1,蔡先生，一起走花路吧……,,,信用较好,0,
6499907232,葵味书匣子,女,海南 海口,800,13535,11541,,25,5,温柔这一味是人间良药,,,,2,
6968030152,用户6968030152,男,其他,0,1,34,2019/1/22,4,0,,,,信用较低,2,
7011460718,心动坤坤KpB218,男,其他,0,1,30,,4,0,,,,,2,
6980131896,用户6980131896,男,其他,0,1,63,2019/2/1,4,0,,,,信用较低,2,
7012697850,本命坤哥Sxl640,男,其他,0,1,26,,4,0,,,,,2,
7011819198,生命粉3Wq722,男,其他,0,1,215,2019/2/27,4,0,,,,信用较低,2,
6928634728,用户6928634728,男,其他,0,1,17,,4,0,,,,,2,
6982868185,用户6982868185,男,其他,0,1,36,,4,0,,,,,2,
6820683832,罗尧儿_,女,山东,60,1,208,,4,0,,,,,2,
6960023026,甜心小癸ywu913,男,其他,0,1,19,,4,0,,,,,2,
6463418857,雨yuyu嘻嘻,女,其他,287,91,6553,2018/1/30,14,4,备考中,,,信用较好,0,
6941600121,撩困无数Sqh432,男,其他,0,1,17,,3,0,,,,,2,
